ticker,short name,name
LKFN,lakeland-financial,Lakeland Financial
LKQ,lkq,LKQ
LKSD,lsc-communications,LSC Communications
LL,lumber-liquidators,Lumber Liquidators
LLEX,lilis-energy,Lilis Energy
LLIT,lianluo-smart-limited,Lianluo Smart Limited
LLL,l3,L3
LLNW,limelight-networks,Limelight Networks
LLY,eli-lilly-and-company,Eli Lilly and Company
LM,legg-mason,Legg Mason
LMAT,lemaitre-vascular,LeMaitre Vascular
LMB,limbach,Limbach
LMFA,lm-funding-america,LM Funding America
LMNR,limoneira,Limoneira
LMNX,luminex,Luminex
LMRK,landmark-infrastructure-partners,Landmark Infrastructure Partners
LMST,limestone-bancorp,Limestone Bancorp
LMT,lockheed-martin,Lockheed Martin
LN,line-american-depositary-shares-(each-representing-one-share-of),LINE American Depositary Shares (each representing one share of)
LNC,lincoln-national,Lincoln National
LND,brasilagro-brazilian-agric-real-estate-sponsored-(brazil),Brasilagro Brazilian Agric Real Estate Sponsored (Brazil)
LNDC,landec,Landec
LNG,cheniere-energy,Cheniere Energy
LNN,lindsay,Lindsay
LNT,alliant-energy,Alliant Energy
LNTH,lantheus,Lantheus
LOAC,longevity-acquisition,Longevity Acquisition
LOAN,manhattan-bridge-capital,Manhattan Bridge Capital
LOB,live-oak-bancshares,Live Oak Bancshares
LOCO,el-pollo-loco,El Pollo Loco
LODE,comstock-mining,Comstock Mining
LOGC,logicbio-therapeutics,LogicBio Therapeutics
LOGI,logitech-international-s-a-,Logitech International S.A.
LOGM,logmein,LogMeIn
LOMA,loma-negra-compania-industrial-argentina-sociedad-anonima-ads,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS
LONE,lonestar-resources-us,Lonestar Resources US
LOOP,loop-industries,Loop Industries
LOPE,grand-canyon-education,Grand Canyon Education
LOR,lazard-world-dividend-income-fund,Lazard World Dividend & Income Fund
LORL,loral-space-and-communications,Loral Space and Communications
LOV,spark-networks-american-depositary-shares-(each-representing-one-tenth-of-an),Spark Networks American Depositary Shares (each representing one-tenth of an)
LOVE,the-lovesac-company,The Lovesac Company
LOW,lowe's-companies,Lowe's Companies
LOXO,loxo-oncology,Loxo Oncology
LPCN,lipocine,Lipocine
LPG,dorian-lpg,Dorian LPG
LPI,laredo-petroleum,Laredo Petroleum
LPL,lg-display-american-depository-shares,LG Display AMERICAN DEPOSITORY SHARES
LPLA,lpl-financial,LPL Financial
LPSN,liveperson,LivePerson
LPT,liberty-property-trust,Liberty Property Trust
LPTH,lightpath,LightPath
LPTX,leap-therapeutics,Leap Therapeutics
LPX,louisiana-pacific,Louisiana-Pacific
LQD,ishares-iboxx-$-investment-grade-corporate-bond,iShares iBoxx $ Investment Grade Corporate Bond
LQDA,liquidia,Liquidia
LQDT,liquidity-services,Liquidity Services
LRAD,lrad,LRAD
LRCX,lam-research,Lam Research
LRN,k12,K12
LSBK,lake-shore-bancorp,Lake Shore Bancorp
LSCC,lattice-semiconductor,Lattice Semiconductor
LSI,life-storage,Life Storage
LSTR,landstar-system,Landstar System
LSXMA,liberty-media-series-liberty-siriusxm-common-stock,Liberty Media Series Liberty SiriusXM Common Stock
LSXMB,liberty-media-series-b-liberty-siriusxm-common-stock,Liberty Media Series B Liberty SiriusXM Common Stock
LSXMK,liberty-media-series-c-liberty-siriusxm-common-stock,Liberty Media Series C Liberty SiriusXM Common Stock
LTBR,lightbridge,Lightbridge
LTC,ltc-properties,LTC Properties
LTHM,livent,Livent
LTL,proshares-ultra-telecommunications,ProShares Ultra Telecommunications
LTM,latam-airlines-s-a-,LATAM Airlines S.A.
LTN,union-acquisition,Union Acquisition
LTN^,livexlive-media,LiveXLive Media
LTPZ,pimco-15-year-u-s-tips-index-exchange-traded-fund,Pimco 15 Year U.S. TIPS Index Exchange-Traded Fund
LTRPA,liberty-tripadvisor-series-common-stock,Liberty TripAdvisor Series Common Stock
LTRPB,liberty-tripadvisor-series-b-common-stock,Liberty TripAdvisor Series B Common Stock
LTRX,lantronix,Lantronix
LTS,ladenburg-thalmann-financial-services,Ladenburg Thalmann Financial Services
LTXB,legacytexas-financial,LegacyTexas Financial
LUB,luby's,Luby's
LULU,lululemon-athletica,lululemon athletica
LUNA,luna-innovations-incorporated,Luna Innovations Incorporated
LUV,southwest-airlines-company,Southwest Airlines Company
LVL,invesco-s-p-global-dividend-opportunities-index,Invesco S&P Global Dividend Opportunities Index
LVS,las-vegas-sands,Las Vegas Sands
LW,lamb-weston,Lamb Weston
LWAY,lifeway-foods,Lifeway Foods
LX,lexinfintech,LexinFintech
LXFR,luxfer-plc,Luxfer PLC
LXFT,luxoft-holding,Luxoft Holding
LXP,lexington-realty-trust,Lexington Realty Trust
LXRX,lexicon-pharmaceuticals,Lexicon Pharmaceuticals
LXU,lsb-industries,LSB Industries
LYB,lyondellbasell-industries-nv-(netherlands),LyondellBasell Industries NV (Netherlands)
LYG,lloyds-banking-plc-american-depositary-shares,Lloyds Banking Plc American Depositary Shares
LYL,dragon-victory-international-limited,Dragon Victory International Limited
LYTS,lsi-industries,LSI Industries
LYV,live-nation-entertainment,Live Nation Entertainment
LZB,la-z-boy-incorporated,La-Z-Boy Incorporated
M,macy's,Macy's
MA,mastercard-incorporated,Mastercard Incorporated
MAA,mid-america-apartment-communities,Mid-America Apartment Communities
MAC,macerich-company-(the),Macerich Company (The)
MACK,merrimack-pharmaceuticals,Merrimack Pharmaceuticals
MAG,mag-silver,MAG Silver
MAGS,magal-security-systems,Magal Security Systems
MAIN,main-street-capital,Main Street Capital
MAMS,mam-software,MAM Software
MAN,manpowergroup,ManpowerGroup
MANH,manhattan-associates,Manhattan Associates
MANT,mantech-international,ManTech International
MANU,manchester-united,Manchester United
MAR,marriott-international,Marriott International
MARA,marathon-patent,Marathon Patent
MARK,remark,Remark
MARPS,marine-petroleum-trust-units-of-beneficial-interest,Marine Petroleum Trust Units of Beneficial Interest
MAS,masco,Masco
MASI,masimo,Masimo
MAT,mattel,Mattel
MATW,matthews-international,Matthews International
MATX,matson,Matson
MAV,pioneer-municipal-high-income-advantage-trust-of-beneficial-interest,Pioneer Municipal High Income Advantage Trust of Beneficial Interest
MAXR,maxar,Maxar
MAYS,j-w-mays,J. W. Mays
MB,mindbody,MINDBODY
MBB,ishares-mbs-etf,iShares MBS ETF
MBCN,middlefield-banc,Middlefield Banc
MBFI,mb-financial,MB Financial
MBG,spdr-bloomberg-barclays-mortgage-backed-bond,SPDR Bloomberg Barclays Mortgage Backed Bond
MBI,mbia,MBIA
MBII,marrone-bio-innovations,Marrone Bio Innovations
MBIN,merchants-bancorp,Merchants Bancorp
MBIO,mustang-bio,Mustang Bio
MBOT,microbot-medical,Microbot Medical
MBRX,moleculin-biotech,Moleculin Biotech
MBT,mobile-telesystems-pjsc,Mobile TeleSystems PJSC
MBTF,m-b-t-financial,M B T Financial
MBUU,malibu-boats,Malibu Boats
MBWM,mercantile-bank,Mercantile Bank
MC,moelis-company,Moelis & Company
MCA,blackrock-muniyield-california-quality-fund,Blackrock MuniYield California Quality Fund
MCB,metropolitan-bank-holding,Metropolitan Bank Holding
MCBC,macatawa-bank,Macatawa Bank
MCC,medley-capital,Medley Capital
MCD,mcdonald's,McDonald's
MCEP,mid-con-energy-partners,Mid-Con Energy Partners
MCF,contango-oil-gas-company,Contango Oil & Gas Company
MCFT,mastercraft-boat,MasterCraft Boat
MCHI,ishares-msci-china-etf,iShares MSCI China ETF
MCHP,microchip-technology-incorporated,Microchip Technology Incorporated
MCHX,marchex,Marchex
MCI,barings-corporate-investors,Barings Corporate Investors
MCK,mckesson,McKesson
MCN,madison-covered-call-equity-strategy-fund,Madison Covered Call & Equity Strategy Fund
MCO,moody's,Moody's
MCR,mfs-charter-income-trust,MFS Charter Income Trust
MCRB,seres-therapeutics,Seres Therapeutics
MCRI,monarch-casino-resort,Monarch Casino & Resort
MCRN,milacron,Milacron
MCRO,iq-hedge-macro-tracker,IQ Hedge Macro Tracker
MCS,marcus-(the),Marcus (The)
MCY,mercury-general,Mercury General
MD,mednax,Mednax
MDB,mongodb,MongoDB
MDC,m-d-c-,M.D.C.
MDCA,mdc-partners,MDC Partners
MDCO,the-medicines-company,The Medicines Company
MDGL,madrigal-pharmaceuticals,Madrigal Pharmaceuticals
MDGS,medigus,Medigus
MDIV,multi-asset-diversified-income-index-fund,Multi-Asset Diversified Income Index Fund
MDJH,mdjm,MDJM
MDLY,medley-management,Medley Management
MDLZ,mondelez-international,Mondelez International
MDP,meredith,Meredith
MDR,mcdermott-international,McDermott International
MDRR,medalist-diversified-reit,Medalist Diversified REIT
MDRX,allscripts-healthcare-solutions,Allscripts Healthcare Solutions
MDSO,medidata-solutions,Medidata Solutions
MDT,medtronic-plc-,Medtronic plc.
MDU,mdu-resources-(holding-company),MDU Resources (Holding Company)
MDWD,mediwound,MediWound
MDY,spdr-midcap-trust-series-i,SPDR MidCap Trust Series I
MDYG,spdr-s-p-400-mid-cap-growth-etf-(based-on-s-p-midcap-400-growth-index-symbol:-muv),SPDR S&P 400 Mid Cap Growth ETF (based on S&P MidCap 400 Growth Index--symbol: MUV)
MDYV,spdr-s-p-400-mid-cap-value-etf-(based-on-s-p-midcap-400-value-index-symbol:-mgd,SPDR S&P 400 Mid Cap Value ETF (based on S&P MidCap 400 Value Index--symbol: MGD
MED,medifast,MEDIFAST
MEDP,medpace,Medpace
MEET,the-meet,The Meet
MEI,methode-electronics,Methode Electronics
MEIP,mei-pharma,MEI Pharma
MELI,mercadolibre,MercadoLibre
MELR,melrose-bancorp,Melrose Bancorp
MEN,blackrock-munienhanced-fund,Blackrock MuniEnhanced Fund
MEOH,methanex,Methanex
MERC,mercer-international,Mercer International
MESA,mesa-air,Mesa Air
MESO,mesoblast-limited,Mesoblast Limited
MET,metlife,MetLife
METC,ramaco-resources,Ramaco Resources
MFA,mfa-financial,MFA Financial
MFAC,megalith-financial-acquisition,Megalith Financial Acquisition
MFC,manulife-financial,Manulife Financial
MFCB,mfc-bancorp,MFC Bancorp
MFD,macquarie-first-trust-global,Macquarie First Trust Global
MFG,mizuho-financial-sponosred-(japan),Mizuho Financial Sponosred (Japan)
MFGP,micro-focus-intl-plc-ads-each-representing-one-ord-sh,Micro Focus Intl PLC ADS each representing One Ord Sh
MFIN,medallion-financial,Medallion Financial
MFL,blackrock-muniholdings-investment-quality-fund-of-beneficial-interest,Blackrock MuniHoldings Investment Quality Fund of Beneficial Interest
MFM,mfs-municipal-income-trust,MFS Municipal Income Trust
MFNC,mackinac-financial,Mackinac Financial
MFSF,mutualfirst-financial,MutualFirst Financial
MFT,blackrock-muniyield-investment-quality-fund-of-beneficial-interest,Blackrock MuniYield Investment Quality Fund of Beneficial Interest
MFV,mfs-special-value-trust,MFS Special Value Trust
MG,mistras,Mistras
MGA,magna-international,Magna International
MGC,vanguard-mega-cap,Vanguard Mega Cap
MGEE,mge-energy,MGE Energy
MGEN,miragen-therapeutics,Miragen Therapeutics
MGF,mfs-government-markets-income-trust,MFS Government Markets Income Trust
MGI,moneygram-international,Moneygram International
MGIC,magic-software-enterprises,Magic Software Enterprises
MGK,vanguard-mega-cap-growth,Vanguard Mega Cap Growth
MGLN,magellan-health,Magellan Health
MGM,mgm-resorts-international,MGM Resorts International
MGNX,macrogenics,MacroGenics
MGP,mgm-growth-properties-llc-representing-limited-liability-company-interests,MGM Growth Properties LLC representing limited liability company interests
MGPI,mgp-ingredients,MGP Ingredients
MGRC,mcgrath-rentcorp,McGrath RentCorp
MGTA,magenta-therapeutics,Magenta Therapeutics
MGTX,meiragtx-plc,MeiraGTx plc
MGU,macquarie-global-infrastructure-total-return-fund,Macquarie Global Infrastructure Total Return Fund
MGV,vanguard-mega-cap-value,Vanguard Mega Cap Value
MGY,magnolia-oil-gas,Magnolia Oil & Gas
MGYR,magyar-bancorp,Magyar Bancorp
MHD,blackrock-muniholdings-fund,Blackrock MuniHoldings Fund
MHE,blackrock-massachusetts-tax-exempt-trust,BlackRock Massachusetts Tax-Exempt Trust
MHF,western-asset-municipal-high-income-fund,Western Asset Municipal High Income Fund
MHH,mastech-digital,Mastech Digital
MHI,pioneer-municipal-high-income-trust-of-beneficial-interest,Pioneer Municipal High Income Trust of Beneficial Interest
MHK,mohawk-industries,Mohawk Industries
MHLD,maiden,Maiden
MHN,blackrock-muniholdings-new-york-quality-fund,Blackrock MuniHoldings New York Quality Fund
MHO,m/i-homes,M/I Homes
MIC,macquarie-infrastructure,Macquarie Infrastructure
MICR,micron-solutions,Micron Solutions
MICT,mict,MICT
MIDD,the-middleby,The Middleby
MIDU,direxion-mid-cap-bull-3x-shares,Direxion Mid Cap Bull 3X Shares
MIE,cohen-steers-mlp-income-and-energy-opportunity-fund,Cohen & Steers MLP Income and Energy Opportunity Fund
MIK,the-michaels-companies,The Michaels Companies
MIME,mimecast-limited,Mimecast Limited
MIN,mfs-intermediate-income-trust,MFS Intermediate Income Trust
MIND,mitcham-industries,Mitcham Industries
MINI,mobile-mini,Mobile Mini
MINT,pimco-enhanced-short-maturity-active-exchange-traded-fund,PIMCO Enhanced Short Maturity Active Exchange-Traded Fund
MITK,mitek-systems,Mitek Systems
MITT,ag-mortgage-investment-trust,AG Mortgage Investment Trust
MIXT,mix-telematics-limited-american-depositary-shares-each-representing-25,MiX Telematics Limited American Depositary Shares each representing 25
MIY,blackrock-muniyield-michigan-quality-fund,Blackrock MuniYield Michigan Quality Fund
MJCO,majesco,Majesco
MKC,mccormick-company-incorporated,McCormick & Company Incorporated
MKC.V,mccormick-company-incorporated,McCormick & Company Incorporated
MKGI,monaker,Monaker
MKL,markel,Markel
MKSI,mks-instruments,MKS Instruments
MKTX,marketaxess,MarketAxess
MLAB,mesa-laboratories,Mesa Laboratories
MLCO,melco-resorts-entertainment-limited,Melco Resorts & Entertainment Limited
MLHR,herman-miller,Herman Miller
MLI,mueller-industries,Mueller Industries
MLM,martin-marietta-materials,Martin Marietta Materials
MLN,vaneck-vectors-amt-free-long-municipal-index,VanEck Vectors AMT-Free Long Municipal Index
MLND,millendo-therapeutics,Millendo Therapeutics
MLNT,melinta-therapeutics,Melinta Therapeutics
MLNX,mellanox,Mellanox
MLP,maui-land-pineapple-company,Maui Land & Pineapple Company
MLPA,global-x-mlp,Global X MLP
MLPG,ubs-ag-exchange-traded-access-securities-(e-tracs)-linked-to-the-alerian-natural-gas-mlp-index-due-july-9-2040,UBS AG Exchange Traded Access Securities (E-TRACS) Linked to the Alerian Natural Gas MLP Index due July 9 2040
MLPI,ubs-ag-etn,UBS AG ETN
MLPY,morgan-stanley-cushing-mlp-high-income-index-etn,Morgan Stanley Cushing MLP High Income Index ETN
MLR,miller-industries,Miller Industries
MLSS,milestone-scientific,Milestone Scientific
MLVF,malvern-bancorp,Malvern Bancorp
MMAC,mma-capital,MMA Capital
MMC,marsh-mclennan-companies,Marsh & McLennan Companies
MMD,mainstay-mackay-definedterm-municipal-opportunities-fund,MainStay MacKay DefinedTerm Municipal Opportunities Fund
MMDM,modern-media-acquisition,Modern Media Acquisition
MMI,marcus-millichap,Marcus & Millichap
MMLP,martin-midstream-partners,Martin Midstream Partners
MMM,3m-company,3M Company
MMP,magellan-midstream-partners-limited-partnership,Magellan Midstream Partners Limited Partnership
MMS,maximus,Maximus
MMSI,merit-medical-systems,Merit Medical Systems
MMT,mfs-multimarket-income-trust,MFS Multimarket Income Trust
MMU,western-asset-managed-municipals-fund,Western Asset Managed Municipals Fund
MMYT,makemytrip-limited,MakeMyTrip Limited
MN,manning-napier,Manning & Napier
MNA,iq-merger-arbitrage,IQ Merger Arbitrage
MNDO,mind-c-t-i-,MIND C.T.I.
MNE,blackrock-muni-new-york-intermediate-duration-fund,Blackrock Muni New York Intermediate Duration Fund
MNGA,magnegas-applied-technology-solutions,MagneGas Applied Technology Solutions
MNI,mcclatchy-company-(the),McClatchy Company (The)
MNK,mallinckrodt-plc,Mallinckrodt plc
MNKD,mannkind,MannKind
MNLO,menlo-therapeutics,Menlo Therapeutics
MNOV,medicinova,MediciNova
MNP,western-asset-municipal-partners-fund,Western Asset Municipal Partners Fund
MNR,monmouth-real-estate-investment,Monmouth Real Estate Investment
MNRO,monro,Monro
MNST,monster-beverage,Monster Beverage
MNTA,momenta-pharmaceuticals,Momenta Pharmaceuticals
MNTX,manitex-international,Manitex International
MO,altria,Altria
MOAT,vaneck-vectors-morningstar-wide-moat,VanEck Vectors Morningstar Wide Moat
MOBL,mobileiron,MobileIron
MOC,command-security,Command Security
MOD,modine-manufacturing-company,Modine Manufacturing Company
MODN,model-n,Model N
MOFG,midwestone-financial,MidWestOne Financial
MOG.A,moog,Moog
MOG.B,moog-b,Moog B
MOGO,mogo-finance-technology,Mogo Finance Technology
MOGU,mogu-american-depositary-shares-(each-representing-25-a),MOGU American Depositary Shares (each representing 25 A)
MOH,molina-healthcare,Molina Healthcare
MOM,agfiq-u-s-market-neutral-momentum-fund,AGFiQ U.S. Market Neutral Momentum Fund
MOMO,momo,Momo
MOO,vaneck-vectors-agribusiness,VanEck Vectors Agribusiness
MOR,morphosys-ag,MorphoSys AG
MORN,morningstar,Morningstar
MORT,vaneck-vectors-mortgage-reit-income,VanEck Vectors Mortgage REIT Income
MOS,mosaic-company-(the),Mosaic Company (The)
MOSC,mosaic-acquisition,Mosaic Acquisition
MOSY,mosys,MoSys
MOTS,motus-gi,Motus GI
MOV,movado,Movado
MOXC,moxian,Moxian
MPA,blackrock-muniyield-pennsylvania-quality-fund,Blackrock MuniYield Pennsylvania Quality Fund
MPAA,motorcar-parts-of-america,Motorcar Parts of America
MPB,mid-penn-bancorp,Mid Penn Bancorp
MPC,marathon-petroleum,Marathon Petroleum
MPLX,mplx-representing-limited-partner-interests,MPLX Representing Limited Partner Interests
MPO,midstates-petroleum-company,Midstates Petroleum Company
MPV,barings-participation-investors,Barings Participation Investors
MPVD,mountain-province-diamonds,Mountain Province Diamonds
MPW,medical-properties-trust,Medical Properties Trust
MPWR,monolithic-power-systems,Monolithic Power Systems
MPX,marine-products,Marine Products
MQT,blackrock-muniyield-quality-fund-ii,Blackrock MuniYield Quality Fund II
MQY,blackrock-muniyield-quality-fund,Blackrock MuniYield Quality Fund
MRAM,everspin,Everspin
MRBK,meridian,Meridian
MRC,mrc-global,MRC Global
MRCC,monroe-capital,Monroe Capital
MRCY,mercury-systems,Mercury Systems
MRIN,marin-software-incorporated,Marin Software Incorporated
MRK,merck-company-(new),Merck & Company (new)
MRKR,marker-therapeutics,Marker Therapeutics
MRLN,marlin-business-services,Marlin Business Services
MRNA,moderna,Moderna
MRNS,marinus-pharmaceuticals,Marinus Pharmaceuticals
MRO,marathon-oil,Marathon Oil
MRSN,mersana-therapeutics,Mersana Therapeutics
MRT,medequities-realty-trust,MedEquities Realty Trust
MRTN,marten-transport,Marten Transport
MRTX,mirati-therapeutics,Mirati Therapeutics
MRUS,merus-n-v-,Merus N.V.
